Date,Selina,Sub Category,Capacity,Out of Order,Available Beds,Sold Beds,Room Revenue USD,Food and Beverage Revenue,Activities Revenue,Co-Working Revenue,Average Guest Review
9/30/2018,Lima,Private Shared,42,3,39,9,226.8,0.63504,23.65524,4.44528,9
9/30/2018,Cartagena,Private Shared,14,2,12,5,104,14.0504,12.1576,2.4024,8.781
9/30/2018,Bocas del Toro,Dorm,154,1,153,72,792,190.1592,132.5016,55.9944,8.702
9/30/2018,Venao,Private,12,1,11,7,147,34.8831,23.2554,11.1132,8.686
9/30/2018,Manuel Antonio,Private Shared,18,1,17,10,198,34.65,30.6306,10.395,8.713
9/30/2018,Puerto Escondido,Private Shared,22,3,19,8,212.8,28.89824,24.13152,7.00112,8.795
9/30/2018,Lima,Private,34,3,31,6,151.2,1.37592,14.18256,1.0584,8.982
9/30/2018,Puerto Escondido,Dorm,108,11,97,35,455,64.974,50.323,7.9625,8.78
9/30/2018,Tamarindo,Dorm,144,1,143,71,852,157.4496,110.334,49.5012,8.722
9/30/2018,Bogota La Candelaria,Private,22,4,18,6,148.2,1.45236,15.561,2.69724,8.998
9/30/2018,Venao,Dorm,51,1,50,28,280,68.796,42.14,19.796,8.702
9/30/2018,Manuel Antonio,Dorm,116,1,115,58,696,131.0568,111.0816,42.3864,8.685
9/30/2018,Puerto Viejo,Dorm,66,1,65,35,420,87.318,51.45,22.05,8.731
9/30/2018,Venao,Private Shared,34,1,33,18,356.4,85.57164,56.133,28.44072,8.701
9/30/2018,Medellin,Dorm,215,13,202,87,957,233.7951,143.3586,57.6114,8.746
9/30/2018,Mexico City,Dorm,254,29,225,79,1106,267.8732,130.8398,32.5164,8.785
9/30/2018,Puerto Viejo,Private,32,1,31,17,464.1,94.2123,62.69991,21.11655,8.727
9/30/2018,Pedasi,Dorm,8,1,7,5,50,12.18,7.98,4.235,8.698
9/30/2018,Puerto Viejo,Private Shared,40,1,39,21,415.8,86.44482,53.55504,15.13512,8.727
9/30/2018,San Jose,Dorm,86,2,84,43,473,83.1061,78.1396,25.4947,8.702
9/30/2018,Montanita,Private,96,10,86,32,668.8,156.8336,64.60608,14.51296,8.759
9/30/2018,Antigua,Private Shared,52,5,47,19,433.2,103.1016,52.46052,14.85876,8.754
9/30/2018,Antigua,Dorm,92,8,84,36,432,106.1424,55.6416,20.2608,8.755
9/30/2018,Medellin,Private Shared,24,2,22,11,176,43.8592,23.2848,8.7472,8.731
9/30/2018,Tamarindo,Private Shared,34,1,33,18,421.2,82.26036,53.66088,25.0614,8.705
9/30/2018,Medellin,Private,88,6,82,40,760,180.88,103.74,36.176,8.729
9/30/2018,Quito,Dorm,150,18,132,43,473,116.2161,34.1033,8.2775,8.792
9/30/2018,Red Frog,Private Shared,14,1,13,7,126,29.106,21.0798,8.2908,8.696
9/30/2018,Banos,Dorm,96,12,84,27,270,58.59,0.378,1.323,8.995
9/30/2018,Pedasi,Private,16,1,15,8,184.8,43.85304,31.17576,13.97088,8.696
9/30/2018,Mexico City,Private,132,16,116,41,1172.6,288.10782,126.40628,37.75772,8.768
9/30/2018,Quito,Private Shared,24,3,21,8,140.8,33.60896,9.95456,1.77408,8.793
9/30/2018,Bogota La Candelaria,Private Shared,14,3,11,4,76.8,0,6.9888,0.2688,8.996
9/30/2018,Cartagena,Private,46,5,41,16,425.6,54.81728,50.6464,15.49184,8.787
9/30/2018,Playa del Carmen,Private,59,7,52,19,543.4,128.56844,66.94688,12.93292,8.774
9/30/2018,Jaco,Private Shared,26,1,25,13,257.4,52.43238,30.27024,14.05404,8.747
9/30/2018,Quito,Private,36,4,32,11,250.8,59.51484,17.38044,5.79348,8.794
9/30/2018,Santa Teresa North,Private,22,1,21,12,277.2,51.03252,42.88284,16.68744,8.712
9/30/2018,Red Frog,Private,34,1,33,18,453.6,107.32176,68.2668,38.73744,8.694
9/30/2018,San Jose,Private Shared,14,1,13,7,151.2,26.46,23.39064,8.36136,8.706
9/30/2018,Montanita,Dorm,148,14,134,47,611,133.4424,46.6193,23.9512,8.757
9/30/2018,La Fortuna,Dorm,100,2,98,53,636,134.4504,76.5744,27.1572,8.741
9/30/2018,Santa Teresa North,Private Shared,16,1,15,9,178.2,31.43448,25.69644,11.47608,8.691
9/30/2018,Banos,Private Shared,16,2,14,5,88,18.3568,0.616,1.6016,9
9/30/2018,San Jose,Private,40,1,39,21,573.3,103.93929,93.50523,31.30218,8.712
9/30/2018,Lima,Dorm,17,1,16,3,36,0.4788,3.9564,0.1512,8.984
9/30/2018,Playa del Carmen,Dorm,177,19,158,62,868,213.8752,103.8996,27.342,8.78
9/30/2018,Tamarindo,Private,24,1,23,13,300.3,56.54649,39.30927,14.50449,8.721
9/30/2018,Playa del Carmen,Private Shared,54,6,48,19,469.3,113.00744,54.86117,20.36762,8.778
9/30/2018,Bocas del Toro,Private Shared,32,1,31,17,306,73.899,47.9808,26.1324,8.699
10/1/2018,Bogota La Candelaria,Private,22,4,18,6,159.6,2.0349,16.0398,2.2743,8.999
10/1/2018,San Jose,Dorm,86,1,85,45,540,106.515,86.67,31.59,8.696
10/1/2018,Quito,Private,36,3,33,11,250.8,62.4492,15.9885,2.2572,8.792
10/1/2018,Venao,Private Shared,34,1,33,18,356.4,91.1493,63.0828,28.8684,8.697
10/1/2018,San Jose,Private,40,1,39,21,529.2,101.6064,85.3335,30.9582,8.704
10/1/2018,Lima,Private,34,2,32,7,205.8,1.5435,20.3742,4.3218,8.991
10/1/2018,Mexico City,Dorm,254,26,228,92,1380,367.425,157.32,37.26,8.794
10/1/2018,Red Frog,Private,34,1,33,18,415.8,111.33045,72.9729,34.61535,8.69
10/1/2018,Manuel Antonio,Dorm,116,1,115,66,858,164.0925,141.57,53.4105,8.688
10/1/2018,Puerto Escondido,Dorm,108,13,95,40,560,76.02,63,13.44,8.779
10/1/2018,Santa Teresa North,Dorm,140,1,139,77,1001,187.6875,171.171,57.80775,8.715
10/1/2018,Puerto Viejo,Private,32,1,31,18,529.2,109.5444,73.0296,30.9582,8.724
10/1/2018,La Fortuna,Dorm,100,2,98,50,650,149.6625,81.4125,29.25,8.757
10/1/2018,Cartagena,Dorm,114,12,102,37,555,77.00625,68.265,19.56375,8.773
10/1/2018,Mexico City,Private,132,14,118,49,1509.2,404.0883,194.6868,40.7484,8.783
10/1/2018,Bocas del Toro,Private,44,1,43,23,531.3,137.0754,93.641625,47.817,8.7
10/1/2018,Puerto Viejo,Private Shared,40,1,39,22,514.8,111.1968,70.6563,26.2548,8.735
10/1/2018,Quito,Dorm,150,17,133,45,495,131.4225,36.75375,11.88,8.798
10/1/2018,Bogota La Candelaria,Dorm,109,17,92,28,364,2.184,42.588,2.457,9.007
10/1/2018,Banos,Dorm,96,12,84,31,372,80.352,2.511,10.044,9.001
10/1/2018,Lima,Private Shared,42,3,39,9,243,0.729,28.61325,1.27575,9.003
10/1/2018,Medellin,Dorm,215,12,203,102,1122,283.5855,173.349,71.5275,8.736
10/1/2018,Puerto Viejo,Dorm,66,1,65,38,494,100.776,61.503,29.2695,8.735
10/1/2018,Cartagena,Private,46,5,41,17,419.9,62.985,50.702925,9.44775,8.783
10/1/2018,La Fortuna,Private,20,1,19,12,277.2,64.0332,35.9667,14.553,8.75
10/1/2018,Venao,Dorm,51,1,50,29,319,81.10575,53.35275,24.64275,8.691
10/1/2018,Jaco,Private,42,1,41,22,554.4,121.8294,70.686,27.4428,8.721
10/1/2018,Venao,Private,12,1,11,7,161.7,41.112225,28.1358,14.31045,8.703
10/1/2018,Santa Teresa North,Private Shared,16,1,15,9,178.2,34.34805,29.1357,10.692,8.704
10/1/2018,Manuel Antonio,Private,60,1,59,30,819,162.162,138.8205,46.06875,8.692
10/1/2018,Bocas del Toro,Dorm,154,2,152,81,891,221.19075,156.3705,72.83925,8.703
10/1/2018,Medellin,Private Shared,24,1,23,11,193.6,51.6912,31.0728,9.8736,8.723
10/1/2018,Pedasi,Dorm,8,1,7,5,50,12.8625,8.3625,4.3125,8.711
10/1/2018,Antigua,Dorm,92,11,81,39,468,116.181,64.233,23.166,8.771
10/1/2018,Red Frog,Dorm,24,1,23,14,168,41.58,29.61,15.246,8.69
10/1/2018,Cartagena,Private Shared,14,2,12,6,144,22.572,18.468,5.076,8.785
10/1/2018,Jaco,Private Shared,26,1,25,14,327.6,72.2358,40.5405,17.9361,8.743
10/1/2018,Antigua,Private,34,4,30,13,371.8,93.41475,52.14495,18.9618,8.773
10/1/2018,Playa del Carmen,Private,59,7,52,21,646.8,160.5681,88.7733,16.0083,8.784
10/1/2018,Antigua,Private Shared,52,7,45,22,501.6,124.8984,67.3398,21.0672,8.747
10/1/2018,Tamarindo,Dorm,144,3,141,73,876,189.873,124.83,48.618,8.728
10/1/2018,Medellin,Private,88,6,82,40,836,215.688,132.924,43.263,8.728
10/1/2018,Jaco,Dorm,118,3,115,67,804,177.282,98.892,47.034,8.729
10/1/2018,San Jose,Private Shared,14,1,13,8,201.6,37.9512,35.6832,14.8176,8.705
10/1/2018,Quito,Private Shared,24,3,21,9,187.2,48.1572,11.934,2.2464,8.783
10/1/2018,La Fortuna,Private Shared,32,1,31,18,388.8,87.48,44.9064,16.3296,8.755
10/1/2018,Banos,Private,34,4,30,10,209,45.144,0.78375,2.35125,8.983
10/1/2018,Manuel Antonio,Private Shared,18,1,17,11,237.6,42.768,39.7386,13.8996,8.691
10/1/2018,Montanita,Private Shared,38,5,33,15,336,79.38,29.484,13.86,8.765
10/1/2018,Santa Teresa North,Private,22,1,21,12,327.6,61.1793,56.2653,18.4275,8.709
10/1/2018,Montanita,Dorm,148,15,133,54,756,187.11,70.875,31.185,8.767
10/1/2018,Lima,Dorm,17,1,16,4,52,0.429,5.772,1.287,8.989
10/1/2018,Montanita,Private,96,10,86,35,798,197.505,80.199,22.1445,8.783
10/1/2018,Bogota La Candelaria,Private Shared,14,2,12,4,89.6,0.0672,8.8704,1.4784,9.006
10/1/2018,Playa del Carmen,Dorm,177,22,155,58,870,234.2475,110.2725,39.15,8.762
10/1/2018,Puerto Escondido,Private,26,4,22,9,297,40.76325,37.19925,8.4645,8.771
10/1/2018,Puerto Escondido,Private Shared,22,3,19,8,197.6,30.9738,22.23,4.8906,8.79
10/1/2018,Playa del Carmen,Private Shared,54,7,47,21,598.5,154.861875,74.962125,16.608375,8.768
10/1/2018,Mexico City,Private Shared,68,7,61,27,718.2,190.6821,93.7251,26.39385,8.773
10/1/2018,Tamarindo,Private Shared,34,1,33,18,388.8,77.8572,58.32,21.2868,8.718
10/1/2018,Tamarindo,Private,24,1,23,14,382.2,82.26855,53.03025,17.48565,8.73
10/1/2018,Red Frog,Private Shared,14,1,13,8,172.8,45.1008,27.864,15.6816,8.701
10/1/2018,Pedasi,Private,16,1,15,9,226.8,60.3855,41.3343,20.2419,8.712
10/2/2018,Cartagena,Dorm,114,10,104,44,616,152.922,72.072,26.796,8.774
10/2/2018,Venao,Private Shared,34,1,33,17,336.6,89.8722,56.29635,26.2548,8.71
10/2/2018,Red Frog,Dorm,24,1,23,14,154,38.2305,26.6805,11.2035,8.702
10/2/2018,Banos,Dorm,96,8,88,31,372,79.515,2.511,6.417,8.993
10/2/2018,Puerto Escondido,Private Shared,22,3,19,7,199.5,30.074625,23.790375,4.48875,8.783
10/2/2018,Puerto Viejo,Dorm,66,2,64,37,481,98.48475,62.049,18.759,8.739
10/2/2018,La Fortuna,Dorm,100,1,99,50,600,134.1,70.65,30.6,8.736
10/2/2018,Venao,Dorm,51,1,50,27,270,72.09,44.145,23.6925,8.706
10/2/2018,Lima,Private Shared,42,3,39,8,201.6,3.024,23.1336,1.9656,9.005
10/2/2018,Pedasi,Dorm,8,0,8,5,60,14.895,10.8,4.635,8.703
10/2/2018,Playa del Carmen,Private,59,7,52,22,677.6,171.7716,88.4268,21.8526,8.786
10/2/2018,Cartagena,Private,46,6,40,18,513,127.35225,60.7905,15.00525,8.794
10/2/2018,Antigua,Private Shared,52,5,47,20,418,103.7685,56.1165,21.318,8.766
10/2/2018,Medellin,Dorm,215,11,204,89,1068,276.345,165.807,68.085,8.743
10/2/2018,Mexico City,Dorm,254,27,227,83,1079,281.619,140.00025,42.89025,8.768
10/2/2018,Medellin,Private Shared,24,1,23,12,230.4,60.6528,32.3136,11.232,8.733
10/2/2018,Bocas del Toro,Dorm,154,1,153,80,960,244.8,169.2,70.56,8.689
10/2/2018,Montanita,Private Shared,38,5,33,14,291.2,70.7616,26.208,7.8624,8.774
10/2/2018,Jaco,Dorm,118,2,116,63,693,144.4905,86.2785,26.50725,8.726
10/2/2018,Quito,Private Shared,24,3,21,8,140.8,35.1648,11.5104,2.5344,8.799
10/2/2018,Puerto Escondido,Dorm,108,13,95,36,504,75.978,65.394,14.742,8.799
10/2/2018,Medellin,Private,88,6,82,40,836,214.434,127.281,51.414,8.749
10/2/2018,Venao,Private,12,1,11,7,176.4,46.4373,31.6197,15.4791,8.706
10/2/2018,Manuel Antonio,Private,60,1,59,33,970.2,176.0913,152.07885,72.03735,8.709
10/2/2018,Montanita,Dorm,148,15,133,53,636,154.548,65.826,23.373,8.78
10/2/2018,Montanita,Private,96,11,85,35,931,227.6295,90.7725,24.43875,8.765
10/2/2018,Santa Teresa North,Dorm,140,3,137,78,936,192.348,152.334,59.67,8.708
10/2/2018,Bogota La Candelaria,Dorm,109,16,93,31,434,0.3255,51.1035,0.9765,9
10/2/2018,Jaco,Private,42,1,41,23,579.6,120.8466,77.8113,24.7779,8.738
10/2/2018,Cartagena,Private Shared,14,2,12,5,104,28.002,12.324,3.588,8.794
10/2/2018,Santa Teresa North,Private,22,1,21,12,327.6,61.6707,54.7911,23.3415,8.716
10/2/2018,San Jose,Private,40,1,39,21,573.3,113.5134,90.724725,34.398,8.694
10/2/2018,Tamarindo,Dorm,144,1,143,80,1120,224.28,150.36,57.96,8.733
10/2/2018,Quito,Private,36,4,32,10,228,61.047,18.126,3.933,8.785
10/2/2018,Bogota La Candelaria,Private,22,4,18,6,159.6,0.9576,17.7156,0.3591,9.004
10/2/2018,Manuel Antonio,Dorm,116,2,114,64,832,162.864,134.784,50.544,8.686
10/2/2018,Playa del Carmen,Dorm,177,16,161,66,924,239.085,110.88,24.948,8.775
10/2/2018,Antigua,Dorm,92,8,84,36,432,112.752,63.18,17.172,8.764
10/2/2018,Pedasi,Private,16,1,15,9,189,49.75425,33.59475,14.31675,8.692
10/2/2018,Bocas del Toro,Private,44,0,44,25,577.5,147.2625,95.720625,43.3125,8.714
10/2/2018,Puerto Viejo,Private Shared,40,1,39,21,491.4,106.8795,64.8648,29.85255,8.736
10/2/2018,San Jose,Dorm,86,1,85,43,559,110.26275,98.52375,29.3475,8.714
10/2/2018,Mexico City,Private Shared,68,8,60,25,712.5,184.89375,96.1875,30.99375,8.789
10/2/2018,Quito,Dorm,150,18,132,52,676,178.971,41.574,21.294,8.805
10/2/2018,Manuel Antonio,Private Shared,18,1,17,10,216,40.5,33.696,14.904,8.696
10/2/2018,Mexico City,Private,132,13,119,50,1650,409.6125,216.5625,45.7875,8.771
10/2/2018,Santa Teresa North,Private Shared,16,1,15,9,194.4,37.7622,30.9096,11.0808,8.697
10/2/2018,La Fortuna,Private Shared,32,1,31,17,367.2,85.9248,44.3394,13.4946,8.743
10/2/2018,Tamarindo,Private,24,1,23,13,354.9,69.471675,52.968825,20.76165,8.727
10/2/2018,Bocas del Toro,Private Shared,32,1,31,18,324,86.994,52.488,24.057,8.698
10/2/2018,Banos,Private,34,4,30,10,228,51.471,0.855,1.197,8.986
10/2/2018,Playa del Carmen,Private Shared,54,7,47,18,513,132.354,60.40575,12.69675,8.768
10/2/2018,Lima,Private,34,2,32,8,235.2,1.764,24.696,5.6448,8.986
10/2/2018,Jaco,Private Shared,26,0,26,15,324,67.797,39.123,11.907,8.737
10/2/2018,Antigua,Private,34,3,31,14,338.8,88.1727,48.5331,17.5329,8.765
10/2/2018,San Jose,Private Shared,14,1,13,8,187.2,36.9252,32.994,13.338,8.701
10/2/2018,Puerto Viejo,Private,32,1,31,17,428.4,89.3214,59.4405,23.1336,8.74
10/2/2018,Red Frog,Private Shared,14,1,13,8,158.4,41.4612,28.3932,13.4244,8.691
10/2/2018,Puerto Escondido,Private,26,3,23,9,297,42.99075,37.19925,10.2465,8.798
10/2/2018,Red Frog,Private,34,1,33,19,478.8,127.4805,83.6703,36.6282,8.692
10/2/2018,La Fortuna,Private,20,1,19,12,277.2,60.9147,35.5509,9.9792,8.743
10/2/2018,Tamarindo,Private Shared,34,1,33,19,410.4,86.184,57.2508,21.8538,8.71
10/2/2018,Bogota La Candelaria,Private Shared,14,3,11,4,89.6,0.672,9.8112,0.4704,8.993
10/2/2018,Lima,Dorm,17,1,16,4,56,0.336,6.132,1.008,9.002
10/3/2018,Banos,Private,34,3,31,11,250.8,54.1728,0.7524,5.0787,9.003
10/3/2018,Bogota La Candelaria,Private Shared,14,2,12,4,83.2,0.5616,8.9856,0.9984,9.005
10/3/2018,Red Frog,Dorm,24,1,23,13,143,37.323,23.3805,12.11925,8.685
10/3/2018,Montanita,Dorm,148,18,130,54,648,161.352,55.404,27.702,8.766
10/3/2018,Puerto Viejo,Private Shared,40,1,39,23,496.8,103.9554,69.3036,27.1998,8.732
10/3/2018,Venao,Dorm,51,1,50,27,324,83.106,53.703,25.515,8.708
10/3/2018,Bocas del Toro,Dorm,154,2,152,88,968,246.114,162.624,74.052,8.688
10/3/2018,Santa Teresa North,Dorm,140,3,137,79,1027,210.27825,167.14425,64.701,8.69
10/3/2018,Cartagena,Dorm,114,13,101,38,570,148.3425,75.24,16.245,8.78
10/3/2018,Antigua,Private Shared,52,5,47,20,456,114.228,66.69,22.23,8.75
10/3/2018,Bocas del Toro,Private,44,1,43,26,600.6,149.09895,100.9008,50.4504,8.693
10/3/2018,Venao,Private Shared,34,1,33,19,376.2,99.8811,62.073,33.858,8.703
10/3/2018,La Fortuna,Dorm,100,1,99,57,684,150.309,79.515,30.267,8.759
10/3/2018,Puerto Escondido,Dorm,108,13,95,37,518,70.3185,62.16,13.5975,8.788
10/3/2018,Puerto Viejo,Dorm,66,1,65,34,408,82.926,56.61,20.196,8.723
10/3/2018,Tamarindo,Private Shared,34,1,33,18,388.8,77.5656,54.5292,20.9952,8.724
10/3/2018,Medellin,Dorm,215,10,205,95,1140,302.67,177.84,75.24,8.739
10/3/2018,San Jose,Private,40,1,39,22,554.4,109.3554,90.6444,36.5904,8.701
10/3/2018,Tamarindo,Private,24,1,23,13,354.9,71.068725,52.70265,18.898425,8.714
10/3/2018,La Fortuna,Private Shared,32,1,31,18,388.8,86.6052,47.2392,13.9968,8.756
10/3/2018,Mexico City,Private,132,14,118,48,1584,424.116,185.328,49.896,8.791
10/3/2018,San Jose,Dorm,86,1,85,49,588,118.629,97.461,43.218,8.688
10/3/2018,Playa del Carmen,Dorm,177,16,161,63,756,198.45,105.462,36.288,8.759
10/3/2018,Jaco,Private,42,1,41,22,554.4,116.424,76.0914,23.2848,8.748
10/3/2018,Puerto Viejo,Private,32,1,31,19,478.8,106.2936,62.4834,19.7505,8.741
10/3/2018,Red Frog,Private,34,1,33,19,478.8,124.2486,78.2838,36.2691,8.699
10/3/2018,Mexico City,Dorm,254,21,233,85,1105,288.405,131.77125,48.0675,8.771
10/3/2018,Bogota La Candelaria,Dorm,109,15,94,26,338,2.535,38.025,0,8.99
10/3/2018,Jaco,Dorm,118,1,117,65,780,166.14,99.45,32.175,8.722
10/3/2018,Medellin,Private Shared,24,1,23,11,211.2,52.4304,30.2544,14.256,8.738
10/3/2018,Cartagena,Private Shared,14,2,12,5,120,30.96,15.84,3.69,8.786
10/3/2018,Manuel Antonio,Dorm,116,2,114,64,832,160.992,134.16,47.424,8.708
10/3/2018,Montanita,Private Shared,38,4,34,16,332.8,77.8752,31.9488,12.9792,8.777
10/3/2018,Venao,Private,12,1,11,7,176.4,47.2311,31.3551,12.4362,8.69
10/3/2018,San Jose,Private Shared,14,1,13,8,187.2,35.2404,29.0628,12.2148,8.702
10/3/2018,Quito,Private Shared,24,3,21,9,172.8,43.1568,12.0528,4.2768,8.803
10/3/2018,Red Frog,Private Shared,14,1,13,8,158.4,42.768,27.4428,11.6424,8.685
10/3/2018,Lima,Private,34,2,32,8,235.2,0.5292,25.9308,0.882,8.993
10/3/2018,Lima,Private Shared,42,3,39,10,234,2.457,24.3945,2.6325,9.01
10/3/2018,Tamarindo,Dorm,144,1,143,82,1148,238.497,155.841,73.185,8.729
10/3/2018,Medellin,Private,88,6,82,37,773.3,193.131675,114.255075,40.018275,8.727
10/3/2018,Quito,Dorm,150,14,136,49,637,159.5685,52.5525,17.67675,8.809
10/3/2018,Manuel Antonio,Private,60,1,59,33,900.9,169.594425,156.080925,66.21615,8.701
10/3/2018,Jaco,Private Shared,26,1,25,14,277.2,59.0436,37.422,15.1767,8.727
10/3/2018,Playa del Carmen,Private,59,6,53,22,580.8,147.6684,70.5672,26.136,8.768
10/3/2018,Santa Teresa North,Private,22,1,21,13,300.3,55.180125,47.29725,18.9189,8.707
10/3/2018,Manuel Antonio,Private Shared,18,1,17,10,234,46.683,40.716,12.4605,8.711
10/3/2018,Antigua,Dorm,92,10,82,33,396,98.307,54.648,17.523,8.75
10/3/2018,Banos,Private Shared,16,2,14,5,96,22.104,0.576,2.16,9.004
10/3/2018,Mexico City,Private Shared,68,6,62,24,684,174.42,90.801,17.442,8.766
10/3/2018,Santa Teresa North,Private Shared,16,1,15,9,178.2,35.14995,30.4722,9.6228,8.692
10/3/2018,Puerto Escondido,Private Shared,22,3,19,7,172.9,24.767925,19.45125,5.96505,8.775
10/3/2018,Banos,Dorm,96,9,87,26,312,69.498,4.446,6.552,8.988
10/3/2018,Lima,Dorm,17,2,15,4,52,0.195,6.006,1.17,9.008
10/3/2018,Antigua,Private,34,4,30,13,371.8,95.08785,51.8661,14.22135,8.76
10/3/2018,Pedasi,Private,16,1,15,10,231,60.11775,37.7685,20.097,8.706
10/3/2018,Pedasi,Dorm,8,0,8,5,55,14.355,9.405,4.29,8.702
10/3/2018,Montanita,Private,96,11,85,36,889.2,218.7432,87.3639,23.3415,8.775
10/3/2018,Bogota La Candelaria,Private,22,4,18,6,159.6,1.4364,17.7156,2.9925,8.982
10/3/2018,Quito,Private,36,4,32,12,296.4,75.582,22.0077,6.0021,8.787
10/3/2018,Playa del Carmen,Private Shared,54,6,48,19,469.3,123.19125,62.65155,18.654675,8.784
10/3/2018,Puerto Escondido,Private,26,4,22,9,297,45.66375,38.53575,6.01425,8.785
10/3/2018,Cartagena,Private,46,5,41,15,399,104.139,50.8725,10.773,8.778
10/3/2018,Bocas del Toro,Private Shared,32,1,31,18,356.4,89.0109,59.8752,29.6703,8.7
10/3/2018,La Fortuna,Private,20,1,19,12,327.6,73.2186,38.3292,15.4791,8.733
10/4/2018,San Jose,Dorm,86,1,85,45,630,126.1575,109.62,38.745,8.714
10/4/2018,Cartagena,Dorm,114,14,100,42,588,150.822,73.647,22.05,8.77
10/4/2018,Medellin,Dorm,215,9,206,95,950,249.375,151.7625,47.7375,8.747
10/4/2018,Tamarindo,Private,24,1,23,13,382.2,81.4086,53.60355,22.932,8.709
10/4/2018,Banos,Dorm,96,10,86,29,348,77.517,3.393,7.569,9.005
10/4/2018,Mexico City,Private Shared,68,7,61,22,627,168.3495,84.645,25.3935,8.766
10/4/2018,Medellin,Private,88,4,84,41,779,200.982,122.10825,52.5825,8.737
10/4/2018,Cartagena,Private Shared,14,2,12,5,112,29.82,14.616,4.62,8.77
10/4/2018,Quito,Private,36,4,32,11,271.7,67.857075,21.396375,3.66795,8.806
10/4/2018,Manuel Antonio,Private Shared,18,1,17,10,234,42.2955,38.61,15.9705,8.699
10/4/2018,Bogota La Candelaria,Dorm,109,15,94,33,462,5.8905,49.5495,7.9695,8.988
10/4/2018,San Jose,Private Shared,14,0,14,8,172.8,32.6592,29.5488,9.2016,8.686
10/4/2018,Puerto Viejo,Private,32,1,31,17,464.1,99.54945,60.216975,24.017175,8.715
10/4/2018,La Fortuna,Private Shared,32,1,31,18,388.8,83.9808,46.9476,15.1632,8.746
10/4/2018,Mexico City,Dorm,254,27,227,95,1235,333.45,166.725,47.23875,8.789
10/4/2018,Puerto Escondido,Dorm,108,12,96,35,490,70.56,56.2275,12.495,8.791
10/4/2018,Banos,Private,34,4,30,10,209,47.9655,0.3135,5.17275,9.001
10/4/2018,Playa del Carmen,Dorm,177,18,159,72,864,217.728,110.808,25.272,8.766
10/4/2018,La Fortuna,Private,20,1,19,11,300.3,67.11705,33.108075,10.8108,8.73
10/4/2018,Santa Teresa North,Private,22,1,21,12,302.4,59.6484,49.2156,20.1852,8.713
10/4/2018,Tamarindo,Dorm,144,1,143,78,936,188.136,131.274,49.842,8.726
10/4/2018,Red Frog,Dorm,24,1,23,12,144,38.448,24.408,10.584,8.685
10/4/2018,Jaco,Dorm,118,0,118,59,767,167.973,101.81925,44.29425,8.729
10/4/2018,Lima,Private,34,2,32,8,235.2,2.9988,23.2848,0.882,9.008
10/4/2018,Playa del Carmen,Private,59,8,51,23,708.4,177.9855,99.3531,28.1589,8.772
10/4/2018,Quito,Private Shared,24,2,22,8,153.6,40.0896,9.5616,4.3776,8.791
10/4/2018,La Fortuna,Dorm,100,1,99,52,572,129.129,66.066,21.879,8.733
10/4/2018,Manuel Antonio,Dorm,116,2,114,59,767,150.7155,134.03325,48.321,8.688
10/4/2018,Montanita,Private Shared,38,4,34,15,288,73.008,26.136,6.048,8.763
10/4/2018,Venao,Private,12,1,11,7,161.7,43.1739,26.074125,14.553,8.701
10/4/2018,Antigua,Private,34,4,30,14,338.8,91.476,45.4839,17.787,8.75
10/4/2018,Pedasi,Dorm,8,0,8,5,55,14.4375,9.19875,3.96,8.713
10/4/2018,Puerto Viejo,Dorm,66,1,65,37,444,91.908,55.278,18.315,8.722
10/4/2018,Antigua,Dorm,92,11,81,38,418,109.098,60.819,20.3775,8.773
10/4/2018,Bocas del Toro,Dorm,154,1,153,87,1044,271.701,184.005,87.696,8.707
10/4/2018,Santa Teresa North,Dorm,140,1,139,80,1040,195,161.46,56.94,8.71
10/4/2018,Jaco,Private Shared,26,1,25,14,277.2,58.8357,35.7588,11.4345,8.737
10/4/2018,Jaco,Private,42,1,41,22,554.4,114.345,76.5072,29.9376,8.724
10/4/2018,Mexico City,Private,132,12,120,51,1570.8,406.4445,179.0712,36.5211,8.791
10/4/2018,Bogota La Candelaria,Private,22,3,19,7,186.2,0.13965,18.4338,1.6758,9.007
10/4/2018,Tamarindo,Private Shared,34,1,33,19,444.6,90.6984,59.68755,20.6739,8.718
10/4/2018,Puerto Viejo,Private Shared,40,1,39,21,529.2,110.7351,70.2513,30.1644,8.716
10/4/2018,Cartagena,Private,46,5,41,17,452.2,118.7025,58.67295,15.6009,8.767
10/4/2018,Red Frog,Private,34,1,33,19,478.8,122.094,84.7476,36.2691,8.695
10/4/2018,Bogota La Candelaria,Private Shared,14,3,11,4,83.2,0.0624,8.2368,1.1856,8.994
10/4/2018,San Jose,Private,40,1,39,22,600.6,110.8107,101.8017,41.4414,8.693
10/4/2018,Venao,Dorm,51,1,50,27,297,77.9625,51.678,22.275,8.686
10/4/2018,Venao,Private Shared,34,1,33,18,356.4,93.2877,57.7368,32.6106,8.689
10/4/2018,Quito,Dorm,150,17,133,50,600,153.45,41.85,9.45,8.81
10/4/2018,Bocas del Toro,Private,44,1,43,24,554.4,138.8772,97.713,40.7484,8.685
10/4/2018,Montanita,Dorm,148,16,132,55,715,168.3825,74.0025,19.84125,8.757
10/4/2018,Lima,Private Shared,42,3,39,10,252,2.079,25.893,6.237,8.982
10/4/2018,Banos,Private Shared,16,2,14,6,115.2,24.624,0,1.5552,8.993
